show_id,name,type,language,genres,status,runtime,average_runtime,premiered,ended,official_site,rating_average,network_name,country_name,country_code,summary,premiere_year,premiere_month,is_ended,show_age,genre_count,summary_word_count,summary_character_count,sentence_count,average_sentence_length,average_word_length,summary_keywords,sentiment_score,sentiment_label,summary_topic,episode_count,episode_count_category,rating_category,content_cluster,pca_component_1,pca_component_2
583,Sliders,Scripted,English,"Adventure, Fantasy, Science-Fiction",Ended,60.0,61.0,1995-03-22,2000-02-04,Not Available,7.8,Syfy,United States,US,"Brilliant grad student Quinn has created a device that opens a wormhole to an infinite number of parallel universes where history has taken different paths. His first test trip goes awry stranding his physics professor Arturo, his friend Wade, and bystander Rembrandt ""Crying Man"" Brown in parallel San Francisco. Now, this foursome of Sliders must travel from one alternate reality to another in the hope of somehow finding their way home.",1995,3,True,31,3,71,440,3,23.67,5.1,"parallel, brilliant, foursome, arturo, friend",0.1357142857142857,Positive,3,87,Long,High,2,0.16819779255813488,1.1435230400210854
584,Las Vegas,Scripted,English,"Drama, Crime",Ended,60.0,60.0,2003-09-22,2008-02-15,Not Available,7.6,NBC,United States,US,"Take a spin on the wheel of TV's most electrifying series ever, Las Vegas. The slots are hot and the girls are even hotter starring some of today's biggest guest stars. Follow the fast-paced exploits and action-packed escapades at the Montecito Hotel and Casino with an elite Las Vegas surveillance team, led by commanding Big Ed Deline and his slick, good-looking right hand man, Danny McCoy. Along with the sexiest support team to hit the Strip, they're out to catch card-counting cheaters, costly streaks of random luck and the schemes of rival casinos. It's Sin City like you've never seen it before in the series Variety declares is ""Bottom line: Jackpot"".",2003,9,True,23,2,111,661,5,22.2,4.4,"series, team, vegas, take, support",0.047619047619047616,Neutral,1,106,Long,High,2,0.9169998857859523,0.175685936698767
585,Ghost Hunters,Reality,English,Supernatural,To Be Determined,60.0,60.0,2004-10-06,,https://www.syfy.com/ghost-hunters/photos,6.2,Travel Channel,United States,US,"Ghost Hunters follows a group of real-life ghostbusters as they investigate reported hauntings throughout the country. Plumbers by trade, Jason Hawes and Grant Wilson head up a group of intrepid souls that are far from the usual collection of be-spectacled Ph.D.s. They're ordinary, everyday people with an interest in getting to the bottom of your otherworldly disturbances.",2004,10,False,22,1,57,375,5,11.8,4.98,"group, ghost, wilson, otherworldly, bottom",-0.15000000000000002,Negative,4,281,Very Long,Medium,1,-0.48676102970743085,0.5925611845372387
586,Breakout Kings,Scripted,English,"Drama, Action, Crime",Ended,60.0,60.0,2011-03-06,2012-04-29,Not Available,7.3,A&E,United States,US,"Breakout Kings follows an unconventional partnership between the U.S. Marshals' office and a group of convicts as they work to catch fugitives on the run. In Breakout Kings, veteran U.S. Marshals Charlie Duchamp and Ray Zancanelli decide to reject protocol and take an unorthodox approach to their work: using former criminals to catch current ones. They form a special task force composed of the three most elusive convicts Ray ever captured: Lloyd Lowery a former child prodigy and behaviorist/psychiatric expert who excels in psychoanalysis; Shea Daniels, an ex-gang banger who knows how to work the system, both in prison and on the street; and Erica Reed, a sexy expert tracker who learned her trade from her bounty hunter father. Charlie and Ray also employ the services of Julianne Simms, a civilian who acts as the ""funnel"" for the group - all information, tips and data go through her.",2011,3,True,15,3,148,894,8,18.75,4.79,"work, breakout, convicts, kings, former",0.19387755102040818,Positive,2,23,Medium,High,2,2.041971836974959,-0.4432053743040632
587,That '70s Show,Scripted,English,Comedy,Ended,30.0,30.0,1998-08-23,2006-05-18,Not Available,8.0,FOX,United States,US,"Crank up the 8-track and flash back to a time when platform shoes and puka shells were all the rage in this hilarious retro-sitcom. For Eric, Kelso, Jackie, Hyde, Donna and Fez, a group of high school teens who spend most of their time hanging out in Eric's basement, life in the ‘70s isn't always so groovy. But between trying to figure out the meaning of life, avoiding their parents, and dealing with out-of-control hormones, they've learned one thing for sure: they'll always get by with a little help from their friends.",1998,8,True,28,1,92,525,3,30.67,4.16,"life, time, always, eric, crank",0.2454166666666667,Positive,4,200,Long,High,0,-1.1609583409148205,-1.3763130972628688
588,NTSF:SD:SUV,Scripted,English,"Comedy, Espionage",Ended,15.0,15.0,2011-07-22,2013-12-20,Not Available,7.0,Adult Swim,United States,US,"NTSF:SD:SUV:: (National Terrorism Strike Force: San Diego: Sport Utility Vehicle), is a clandestine team of government agents working together to protect San Diego from numerous terrorist threats coming in daily from such evil countries as Mexico, Canada and Guam. This team of highly trained operatives has only one job: saving your ass so you can drive your Prius and see your movies in 3-D without worrying about living in a country run by no-good terrorists. As with many other acronym-ed police procedurals that dominate the airwaves, NTSF:SD:SUV::'s season of 15-minute episodes is ripped from the headlines and full of suspense, action, drama, cliffhangers, yelling, passionate love-making, more yelling, death and plenty of pregnant pauses.",2011,7,True,15,2,114,748,3,38.0,4.92,"ntsf, yelling, diego, team, season",0.0013095238095237962,Neutral,2,38,Medium,Medium,0,-0.8158612873309146,-3.027365852730375
589,Bad Teacher,Scripted,English,Comedy,Ended,30.0,30.0,2014-04-24,2014-07-26,Not Available,5.9,CBS,United States,US,"Based on the hit feature film, Bad Teacher follows Meredith Davis as an always inappropriate, fearless and unapologetic former trophy wife who masquerades as a teacher in order to find a new man after her wealthy husband leaves her penniless.",2014,4,True,12,1,40,242,1,40.0,5.0,"teacher, based, former, leaves, husband",-0.015909090909090873,Neutral,4,13,Medium,Medium,1,-1.9714971958341707,-1.2870451895863142
590,Pokémon,Animation,Japanese,"Adventure, Anime, Fantasy",Running,30.0,25.0,1997-04-01,,https://www.tv-tokyo.co.jp/anime/pocketmonster/,7.4,TV Tokyo,Japan,JP,"The great adventures of 10 year old Ash Ketchum, a young Pokémon Trainer from Pallet Town, as well as his best friend and everlasting companion Pikachu. Together, they venture through many regions: the traditional region of Kanto, the culturally rich Johto, the temperate region of Hoenn, the mystical region of Sinnoh, the advanced landscapes of Unova, Kalos, with it's many landmarks, the splendor of the tropics of Alola, and the expansive Galar. Along the way, they meet many new companions, many new friends and new rivals, while also competing in each regional league; as well as toppling evil organizations, and outsmarting the pesky and persistent Team Rocket. However, through all this, Ash's goal remains unchanged: to discover many new Pokémon, and to become regarded as the world's greatest Pokémon Master.",1997,4,False,29,3,130,818,4,32.5,4.95,"many, region, well, also, evil",0.32335858585858596,Positive,4,1356,Very Long,High,0,-0.6925480209613306,-1.5679584510346294
591,Eat: The Story of Food,Documentary,English,Food,Ended,60.0,60.0,2014-11-21,2015-12-20,Not Available,7.7,National Geographic,United States,US,"From the way Spam helped defeat Hitler, to how sausage spread the Roman Empire, to how spices created the global economy, Eat: The Story of Food leaves no morsel of information on the plate. Each of the six one-hour episodes is centered on a different theme: food revolutionaries, meat, sugar, seafood, junk food and grains. Throughout the episodes this incredible group of food ambassadors share their personal stories and reflections on food, not just looking back at history but looking forward to the future and at the cultural impact of our food consumption. Author Simon Majumdar summarizes this in his interview when he notes, ""There are very few occasions in any family's life in any culture that aren't marked by a meal; from a new baby to an Irish wake and all points in between"".""What makes food really personal is that it makes you think"", adds chef Marcus Samuelsson. ""What tribe are you? Who are you? Who are we as a family? Who are we as a community? And what does this specific dish mean to us? It connects us"".",2014,11,True,12,1,180,1027,11,16.45,4.43,"food, looking, personal, family, makes",0.047418831168831166,Neutral,4,8,Short,High,2,2.3854621148401236,-1.211235045703041
592,"Dr. Oakley, Yukon Vet",Reality,English,Unknown,Ended,60.0,60.0,2014-04-12,2023-12-09,https://www.nationalgeographic.com/tv/shows/dr-oakley-yukon-vet,7.9,National Geographic Wild,United States,US,"In the frozen Yukon Territory in Northern Canada, you've got to be hearty and tough. You've got to expect solitude across frigid, remote landscapes with freezing temperatures, but even in the desolate wilderness you need a vet to help your ailing wiener dog. Enter Dr. Oakley, Yukon Vet, that follows the experienced Dr. Michelle Oakley, veterinarian, as she makes house calls across thousands of square miles in the Yukon. Helping many species of animals, including an angry muskox, a caribou with a tumor, a defensive mama lynx, and a grey owl with an amputated wing. Accompanied by her teenage daughters and armed with humor as sharp as a scalpel, Dr. Oakley deftly juggles being a full-time veterinarian, wife and mom while taking us into the isolated regions of the Yukon.",2014,4,True,12,0,130,777,8,16.25,4.69,"yukon, oakley, veterinarian, across, frozen",-0.016388888888888908,Neutral,2,121,Long,High,2,1.2184657987299177,-0.6196734308811963
593,Murdoch Mysteries,Scripted,English,"Drama, Crime, Mystery",Running,60.0,59.0,2008-01-24,,https://gem.cbc.ca/murdoch-mysteries,8.1,Unknown,Unknown,Unknown,"Set in Toronto at the dawn of the 20th century, Murdoch Mysteries is a one-hour drama series that explores the intriguing world of William Murdoch, a methodical and dashing detective who pioneers innovative forensic techniques to solve some of the city's most gruesome murders. Murdoch's colleagues include the love of his life, coroner and psychiatrist Dr. Julia Ogden, a staunch ally who shares the detective's fascination for science; Constable George Crabtree, Murdoch's eager but sometimes naïve right-hand man; Inspector Brackenreid, Murdoch's skeptical yet reluctantly supportive boss; and coroner Dr. Emily Grace, Dr. Ogden's protégé.",2008,1,False,18,3,94,642,5,18.8,5.15,"murdoch, detective, ogden, coroner, toronto",0.1,Positive,2,330,Very Long,High,2,0.8565493812815015,0.5360235342341739
594,Henry Danger,Scripted,English,"Comedy, Family, Science-Fiction",Ended,30.0,31.0,2014-07-26,2025-01-17,http://www.nick.com/henry-danger/,6.7,Nickelodeon,United States,US,"Henry Hart's afterschool job? Kid Danger: Captain Man's superhero sidekick. Fighting crime AND finishing homework? Villains, beware!",2014,7,True,12,3,17,132,4,4.25,5.68,"henry, hart, afterschool, danger, captain",0.0,Neutral,2,122,Long,Medium,0,-2.060372894485455,-0.4224563542134198
595,The Thundermans,Scripted,English,"Comedy, Family, Science-Fiction",Ended,30.0,30.0,2013-10-14,2024-03-07,https://www.nick.com/shows/the-thundermans,6.4,Nickelodeon,United States,US,"Phoebe and Max Thunderman are 14-year-old fraternal twins turbocharged by freeze breath and the power to move objects via telekinesis. Phoebe, a good-natured sister, always tries to do the right thing, while Max, a troublemaker, dreams of one day becoming a super villain. Brother Billy moves at super speed, while younger sister Nora cuts solid objects with her laser beam eyes. Rounding out the family are parents Hank, who possesses extraordinary strength and the ability to fly, and Barb, who can generate lightning from her hands. Ultimately, the family must attempt keep their powers under wraps and lead a ""normal"" life... but can life ever be ""normal"" in a family of superheroes?",2013,10,True,13,3,112,687,6,18.67,4.82,"family, phoebe, objects, life, normal",0.22797619047619044,Positive,0,102,Long,Medium,0,-0.13987531293020317,-1.9293772544223204
597,The Real Housewives of Atlanta,Reality,English,Unknown,Running,60.0,60.0,2008-10-07,,http://www.bravotv.com/the-real-housewives-of-atlanta,4.4,Bravo,United States,US,"An up-close and personal look at life in Hotlanta, The Real Housewives of Atlanta follows five glamorous southern belles as they balance motherhood, demanding careers and a fast-paced social calendar, and shows what life is like in the most exclusive areas of Atlanta. These driven and ambitious women prove that they're not just ""housewives,"" but entrepreneurs, doting mothers and classy southern women. These ladies show the world what it takes to live large in some of the hottest zip codes in the south.",2008,10,False,18,0,83,507,3,27.67,4.79,"southern, life, women, housewives, atlanta",0.14339826839826839,Positive,4,353,Very Long,Low,1,-0.23706623431486018,-0.2881331271054205
598,Boston Legal,Scripted,English,"Drama, Comedy, Legal",Ended,60.0,60.0,2004-10-03,2008-12-08,Not Available,8.0,ABC,United States,US,"Sometimes irreverent and funny, sometimes intense and moving, Boston Legal prides itself on being at the forefront of issue-oriented television, often addressing issues that are underreported by the media. Fast-paced and wildly comedic, the series confronts social and moral issues, while its characters continually stretch the boundaries of the law.",2004,10,True,22,3,50,350,2,25.0,5.62,"sometimes, issues, funny, media, stretch",0.13055555555555556,Positive,1,101,Long,High,2,-0.06087232008539623,1.2649061334535745
599,Hair Jacked,Game Show,English,Unknown,Ended,30.0,30.0,2014-10-27,2014-12-16,Not Available,7.7,truTV,United States,US,"Hair Jacked is a hilarious, high-energy ambush game show in which unsuspecting contestants have the chance to win cash, all while getting a haircut. But they have to play smart because one wrong answer could send them packing with the worst hairstyle of their lives.",2014,10,True,12,0,45,266,2,22.5,4.72,"hair, jacked, hairstyle, worst, packing",-0.06428571428571428,Negative,4,16,Medium,High,0,-1.9045866921412953,-1.2497834165862143
600,Crowd Control,Documentary,English,Unknown,Ended,30.0,30.0,2014-11-24,2014-12-15,Not Available,7.7,National Geographic,United States,US,"In Crowd Control, viewers will discover that sometimes all you need is a little science to help make the world a better place. Best-selling author and behavior change expert Daniel Pink will use behavioral science to lead a series of experiments that show how we can apply the power of persuasion in our daily lives to reduce stress, minimize annoyances, improve health and increase happiness. Using hidden cameras to record his results, Pink will tackle the seemingly impossible task of righting everyday wrongs - from convincing partygoers to clean up their streets to stopping the senseless rush at an airport baggage claim.",2014,11,True,12,0,102,627,3,34.0,5.07,"science, pink, crowd, impossible, annoyances",0.05871212121212122,Positive,3,12,Medium,High,0,-0.6687739291025148,-2.151075331987788
601,Fake Off,Reality,English,Unknown,Ended,60.0,60.0,2014-10-27,2015-06-24,Not Available,7.7,truTV,United States,US,"Fake Off will take viewers into the visually stunning world of faking, a mix of theater, acrobatics, black light and illusion. In an elimination competition unlike anything American audiences have seen, teams will be challenged to reimagine iconic moments in pop culture to see who's got the creativity and skills to be named Fake Off Champions and take home a prize of $100,000",2014,10,True,12,0,63,378,2,31.5,4.79,"fake, take, american, home, champions",0.03333333333333334,Neutral,3,16,Medium,High,2,-0.1488046771694232,0.342631591863305
602,Euros of Hollywood,Reality,English,Unknown,Ended,30.0,30.0,2014-11-03,2014-12-29,Not Available,7.7,Bravo,United States,US,"Euros of Hollywood follows six Europeans living in Los Angeles with personalities as big as their native countries while they strive to achieve their version of the American Dream. From a pop diva known as the ""Madonna of Albania"" to a Prada-wearing Italian Renaissance man whose goal is to win an Oscar, these ambitious and unfiltered men and women will stop at nothing to rise to the top. With their hearts on their sleeves and a shared bond as Europeans, they will help each other out in their pursuit of fame, fortune and family.",2014,11,True,12,0,94,533,3,31.33,4.54,"europeans, euros, rise, goal, oscar",0.20357142857142857,Positive,0,9,Short,High,0,-0.9166229997382799,-1.9702588218304966
603,Godfather of Pittsburgh,Reality,English,Unknown,Ended,60.0,60.0,2014-11-10,2014-12-21,Not Available,7.7,A&E,United States,US,"For Vince Isoldi nothing is more important than family. Some may say he's a gangster but according to Vince, he's just a good businessman. An entrepreneur with a sordid past, Vince has built an empire in Pittsburgh, from nightclubs to real estate, all in hopes of providing a better life for his family. Unfortunately, getting to the top means making a lot of enemies and in Vince's case some of them are family.",2014,11,True,12,0,73,412,4,18.25,4.32,"vince, family, nightclubs, enemies, making",0.25625,Positive,0,9,Short,High,2,0.019610584717330428,0.22010487846516819
604,Booze Traveler,Reality,English,"Food, Travel",Ended,60.0,60.0,2014-11-24,2018-04-23,http://www.travelchannel.com/shows/booze-traveler/,7.7,Travel Channel,United States,US,"While working in the bars of South Boston, Jack Maxwell learned one thing - sit down with a stranger and a couple of drinks, and the whole world opens up. In Booze Traveler, Maxwell sets out across the globe to find the world's most interesting beverages and the people who drink them. Over the course of 15 episodes, viewers will follow Maxwell as he travels to various locations around the world including Armenia, Belize, Lithuania, Mongolia and Nepal. At each stop, he connects with locals, immerses himself in regional activities, learns about the country's unique relationship with liquor and sometimes even participates in the alcohol-making process.",2014,11,True,12,2,106,657,4,26.5,4.97,"maxwell, world, working, regional, around",0.23657407407407408,Positive,3,63,Long,High,2,1.088845137952111,0.026269186133352922
605,Eric Greenspan is Hungry,Reality,English,"Food, Travel",Ended,30.0,30.0,2014-11-24,2014-12-29,Not Available,7.7,National Geographic,United States,US,"Chef Eric Greenspan is, without a doubt, one of the funniest, loudest, most innovative chefs on the planet. But there's really only one thing you need to know about Eric: He's no vegetarian. Eric and his trusted friend and carnivorous gastronome, Mauzner, travel on the meatiest road trip, discovering Americana through rare homegrown family recipes, to satisfy their wildest imaginations and to get inspiration for Eric's critically acclaimed restaurants in Los Angeles.Eric Greenspan is Hungry takes viewers on a cross-country, off-the-beaten-path adventure, looking for wild hog in Warren, Arkansas, for wild turkey in Tunica, Mississippi, for Buffalo in Jasper, Arkansas, and for goat in Grand Coteau, Louisiana, just to mention a few of his stops. Traveling in the heartland, Eric goes directly to the source of local recipes to meet the people who farm, raise, nurture, hunt and butcher animals such as bison, prehistoric gar, goat, crawfish, pig and wild turkey. It's meat unlike what you get from a purveyor. Eric and his cohort will break down the animal, butcher it and prepare the recipe all on location to crank out the best dishes imaginable.",2014,11,True,12,2,185,1155,7,26.57,4.78,"eric, wild, greenspan, arkansas, turkey",0.18962962962962965,Positive,0,6,Short,High,0,1.453930699554873,-3.109559640468968
607,Air Warriors,Documentary,English,"Drama, Action, War",Ended,60.0,60.0,2014-11-09,2023-07-23,https://www.smithsonianchannel.com/shows/air-warriors,6.8,Smithsonian Channel,United States,US,"A winged fighter that hasn't lost a fight in 26 years, a lifesaver that's part plane and part chopper, and an attack helicopter our enemies call the Black Death. These are America's undisputed kings of the sky: the F-15 Eagle, the V-22 Osprey, and the AH-64 Apache. And their success stories are as remarkable as they are improbable. Witness their turbulent journeys, brought to life through rarely seen combat footage and the stories of the dedicated pilots and teams who fly and maintain these ultimate Air Warriors.",2014,11,True,12,3,87,518,4,21.75,4.58,"stories, part, rarely, remarkable, improbable",0.33055555555555555,Positive,4,52,Long,Medium,1,0.7432362059896175,0.3833193450721139
609,The Astronaut Wives Club,Scripted,English,"Drama, History",Ended,60.0,60.0,2015-06-18,2015-08-20,Not Available,7.2,ABC,United States,US,The Astronaut Wives Club tells the story of the women who were key players behind some of the biggest events in American history.,2015,6,True,11,2,23,129,1,23.0,4.61,"astronaut, wives, club, tells, story",-0.13333333333333333,Negative,3,10,Short,High,2,-0.7035737111277511,1.22719018744852
610,Galavant,Scripted,English,"Comedy, Fantasy, Music",Ended,30.0,30.0,2015-01-04,2016-01-31,http://abc.go.com/shows/galavant,7.8,ABC,United States,US,"Once upon a time, the dashing hero Galavant lost the love of his life, Madalena, to the evil King Richard. Now, our fallen hero is ready to take revenge and restore his ""happily ever after"". But it won't be without a few twists and turns along the way.",2015,1,True,11,3,48,252,3,16.0,3.98,"hero, upon, fallen, turns, twists",0.06,Positive,4,18,Medium,High,0,-1.394422113954613,-0.7209474151365135
611,Wake Up Call,Reality,English,Drama,Ended,60.0,60.0,2014-12-12,2015-01-30,Not Available,7.7,TNT,United States,US,"By the time Dwayne ""The Rock"" Johnson was 23, he had multiple arrests, his family was evicted and his dreams of being a football player were shattered. He was living at home with no future, no direction and had seven bucks in his pocket. That's when he made a choice - to challenge himself every day. And to turn himself around. The rest is history.  And now Rock is returning to his roots - to help those who are struggling - to show them that there can be a better way. From dysfunctional homes and dead-beat dads to runaway teens and businesses struggling to survive, The Rock descends into the chaos of everyday problems to pull good people up by the bootstraps, reminding them what hard work, passion and true discipline can accomplish. It's time for your Wake Up Call.",2014,12,True,12,1,140,774,8,17.5,4.39,"rock, time, struggling, everyday, better",0.15119047619047615,Positive,3,8,Short,High,2,1.5202339256355784,-0.5800243240811916
612,Expedition Unknown,Reality,English,"Adventure, Mystery, History",Running,60.0,61.0,2015-01-08,,https://www.discovery.com/shows/expedition-unknown,7.7,Discovery,United States,US,"In the hit series Expedition Unknown, Travel Channel's witty explorer Josh Gates seeks answers to some of the world's most captivating unsolved stories and legends. Gates is on a mission to find the truth behind each iconic legend, digging through years of historical evidence, facts and myths. Leaving no stone unturned, his adventures take him around the globe as he immerses himself in the core locales linked to each tale. From excavating ruins in search of the real Robin Hood to sailing the high seas investigating Christopher Columbus and exploring Nepal's ""sky caves"" for Shangri La, Gates' archaeological background and ubiquitous sense of humor generate a new take on age-old stories.",2015,1,False,11,3,111,694,4,27.75,4.94,"gates, stories, take, immerses, core",0.15386363636363634,Positive,3,154,Long,High,2,1.3615107208155586,0.15955267032621945
613,Eye Candy,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,60.0,2015-01-12,2015-03-16,Not Available,6.6,MTV,United States,US,"The hour-long, 10-episode drama centers on tech genius Lindy, a 21-year-old hacker with a gift for seeing clues and connections in the digital world that others can't. Persuaded by her roommate to try online dating, Lindy begins to suspect that one of her suitors is a deadly cyber stalker. When the local cyber-crimes unit uncovers a potential serial killer in Manhattan, all signs point to this mysterious stalker. Teaming up with the cyber unit and some hacker friends, Lindy leads the charge to solve these murders while unleashing her own style of justice on the streets of New York City.",2015,1,True,11,3,100,593,4,25.0,4.57,"cyber, lindy, unit, hacker, stalker",0.07662337662337662,Positive,2,10,Short,Medium,1,1.0366013181550866,0.1253609978121285
614,12 Monkeys,Scripted,English,"Drama, Adventure, Science-Fiction",Ended,60.0,59.0,2015-01-16,2018-07-06,https://www.syfy.com/12-monkeys,7.7,Syfy,United States,US,"Inspired by the classic blockbuster film, which commemorated its 20th anniversary in 2015, 12 Monkeys explores the provocative story of a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",2015,1,True,11,3,72,427,2,36.0,4.87,"race, time, present, dangerous, untested",-0.09047619047619047,Negative,3,47,Medium,High,2,0.4898030406100647,0.7068932898173428
615,Sons of Liberty,Scripted,English,"Drama, Action, History",Ended,120.0,120.0,2015-01-25,2015-01-27,http://www.history.com/shows/sons-of-liberty/about,7.9,History,United States,US,"The three-night, six-hour event follows a defiant and radical group of young men - Sam Adams, John Adams, Paul Revere, John Hancock and Dr. Joseph Warren - as they band together in secrecy to change the course of history and make America a nation. The Sons of Liberty sparked a revolution, the cast depicting them includes: Ben Barnes as Sam Adams, a natural born leader with charisma and a penchant for mischief; Ryan Eggold as Dr. Joseph Warren, a doctor and man of conscience and integrity; Michael Raymond-James as Paul Revere, a veteran who wholeheartedly joins forces with Sam Adams; Rafe Spall as John Hancock, the wealthiest man in Boston at the time; and Henry Thomas as John Adams, a lawyer and the conservative, smart cousin of Sam Adams. Additionally, Marton Csokas plays the ferocious General Thomas Gage who is sent to handle the colonial unrest in Boston; Emily Berrington as Margaret Gage; Jason O'Mara as General George Washington and Dean Norris as the brilliant yet mischievous diplomat Benjamin Franklin.",2015,1,True,11,3,170,1024,5,34.0,4.8,"adams, john, joseph, gage, thomas",0.20204081632653062,Positive,2,3,Short,High,2,5.369189014921927,2.9869388046477923
616,Street Art Throwdown,Reality,English,Unknown,Ended,60.0,60.0,2015-02-03,2015-03-31,http://www.oxygen.com/street-art-throwdown,7.7,Oxygen True Crime,United States,US,"World-renowned street artist Justin BUA serves as host, co-judge and executive producer on the show, which pits 10 of the country's most promising artists against one another. The series tests not only their physical stamina, but also pushes their artistic skills to the limit in hopes of jumpstarting their career with a $100,000 grand prize. Street Art Throwdown is shot at some of the most iconic Los Angeles locations as young, passionate hopefuls strive to bring their vision to life and showcase their work to the world. Furiously scaling walls, climbing fences and navigating underground tunnels, these artists must have the talent, style and hustle to battle it out to the end. Street Art Throwdown is part of Oxygen's rebrand, launching on Tuesday, October 7th with the network's new look and tagline, very real, targeting young, modern women.",2015,2,True,11,0,138,852,5,27.6,4.86,"street, world, artists, throwdown, young",0.23426406926406926,Positive,4,8,Short,High,2,1.4952772866875883,-0.8606260286516628
617,Allegiance,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,60.0,2015-02-05,2015-04-30,https://www.nbc.com/allegiance?nbc=1,7.0,NBC,United States,US,"Alex O'Connor, a young idealistic CIA analyst specializing in Russian affairs, learns a shocking secret and his close-knit, affluent family is about to be split apart when its revealed that his parents, Mark and Katya are covert Russian spies deactivated decades ago. But today the Kremlin has re-enlisted them into service as they plan a terrorist operation inside the U.S. border that will bring America to its knees. Years ago, Russian-born Katya was tasked by the KGB to recruit American businessman Mark O'Connor as a spy -- and the two fell in love. A deal was struck: As long as Katya remained an asset for Russia, and it was agreed that her services could be called on in the future, she would be allowed to marry Mark and move to America. After years in America building a happy life and without word from Moscow, they thought they had escaped. Now it seems that the new Mother Russia has one more mission - turning Alex into a spy. For these anguished parents, the choice is clear: Betray their country or risk their family.",2015,2,True,11,3,182,1034,9,20.33,4.44,"katya, russian, mark, america, alex",0.09545454545454546,Positive,0,13,Medium,Medium,2,2.701838820880283,-1.0053397491697258
618,Better Call Saul,Scripted,English,"Drama, Crime, Legal",Ended,60.0,64.0,2015-02-08,2022-08-15,https://www.amc.com/shows/better-call-saul--1002228,8.6,AMC,United States,US,"Better Call Saul is the prequel to the award-winning series Breaking Bad, set six years before Saul Goodman became Walter White's lawyer. When we meet him, the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and often against, Jimmy is ""fixer"" Mike Ehrmantraut, a beloved character introduced in Breaking Bad. The series will track Jimmy's transformation into Saul Goodman, the man who puts ""criminal"" in ""criminal lawyer.",2015,2,True,11,3,87,550,4,21.75,4.85,"saul, goodman, jimmy, lawyer, criminal",-0.062499999999999986,Negative,1,63,Long,High,2,1.03869626184523,0.7353693469506067
619,Outlaw Country,Reality,English,"Drama, Crime",Ended,60.0,60.0,2015-02-24,2015-04-07,Not Available,7.7,NewsNation,United States,US,"Set in the town of Buckner, Missouri, ""Outlaw Country"" chronicles the perennial battle between law enforcement and crime by following Steve and Mike Cook, brothers who act as Sheriff and head of the Buckner Criminal Task Force, respectively, as they clash with John and Josh Monk, brothers they suspect are responsible for the town's surge in crime. In this one hour docudrama, producers were given full access to both the police force and the Monk Brothers' camp, providing an unprecedented look at crime in a small town from both sides of the law.",2015,2,True,11,2,93,549,2,46.5,4.71,"town, crime, brothers, buckner, force",0.07142857142857142,Positive,2,7,Short,High,2,0.8090832941515155,0.2296329333270428
620,The Last Man on Earth,Scripted,English,"Comedy, Science-Fiction",Ended,30.0,30.0,2015-03-01,2018-05-06,http://www.fox.com/the-last-man-on-earth,6.9,FOX,United States,US,The Last Man on Earth is a single-camera comedy chronicles the life and adventures of an average guy - and humanity's last hope - who discovers what life is like when no one is telling you what you can and cannot do.,2015,3,True,11,2,42,216,1,42.0,4.05,"last, life, earth, single, camera",-0.049999999999999996,Neutral,4,67,Long,Medium,0,-1.77170088962171,-0.9344169473651346
621,Backstrom,Scripted,English,"Drama, Comedy, Crime",Ended,60.0,60.0,2015-01-22,2015-04-30,Not Available,7.8,FOX,United States,US,"The series follows Detective Everett Backstrom, an unhealthy, offensive, irascible - albeit brilliant - detective who sees the worst in everyone, and he's usually right.",2015,1,True,11,3,25,169,1,25.0,5.71,"detective, series, follows, everett, backstrom",-0.053571428571428575,Negative,2,13,Medium,High,2,-0.4098420476607923,1.4347154262771598
622,Wrestling with Death,Reality,English,Unknown,Ended,30.0,30.0,2015-01-13,2015-02-17,Not Available,7.7,NewsNation,United States,US,"A unique family docuseries that introduces The Lathams of Osceola, Arkansas: morticians by day who run The Wilson Funeral Home, and professional wrestlers by night who run The Mid-Southern Championship Wrestling League.",2015,1,True,11,0,32,219,1,32.0,5.55,"unique, family, wrestling, championship, southern",0.2375,Positive,0,12,Medium,High,0,-2.103427318099844,-1.1086781473308522
623,Younger,Scripted,English,"Comedy, Romance",Ended,60.0,31.0,2015-03-31,2021-06-10,https://www.paramountplus.com/shows/younger/,7.3,Unknown,Unknown,Unknown,"Younger follows 40-year old Liza, a suddenly single mother who tries to get back into the working world, only to find it's nearly impossible to start at the bottom at her age. When a chance encounter with a young guy at a bar convinces her she looks younger than she is, Liza tries to pass herself off as 26 - with the help of a makeover, courtesy of her best friend Maggie. Armed with new confidence, she lands a job as an assistant to the temperamental Diana and teams up with her new co-worker and 20-something Kelsey to make it in the career of her dreams. Now she just has to make sure no one finds out the secret only she and Maggie share.",2015,3,True,11,2,124,645,4,31.0,4.05,"younger, liza, maggie, tries, make",0.03966450216450217,Neutral,4,84,Long,High,2,0.5593882971286093,-1.066405043699232
